,0
2132,"[5/20/20, 5:28:15 AM] Joe: Aaah. It’s ok. Alright I’ll talk to you soon. Have a good day!
"
2133,"[5/20/20, 5:28:42 AM] Joe: Haha 😘
"
2134,"‎[5/20/20, 11:34:08 AM] Joe: ‎GIF omitted
"
2135,"[5/20/20, 11:50:36 AM] Joe: Dude learning a language is hella hard hahaha. It’s making me feel extremely dumb 😂
"
2136,"‎[5/20/20, 1:24:00 PM] Joe: ‎audio omitted
"
2137,"‎[5/20/20, 1:25:21 PM] Joe: ‎audio omitted
"
2138,"[5/20/20, 1:26:30 PM] Joe: It’s alright though. I’m used to feeling dumb at the beginning when I start learning something. Happens every time I get a new hobby or decide to learn anything really
"
2139,"[5/20/20, 1:27:06 PM] Joe: Haha do I talk fast?
"
2140,"[5/20/20, 1:28:05 PM] Joe: Haha whoops
"
2141,"[5/20/20, 1:28:40 PM] Joe: Fast and quiet is not a good combination 😂
"
2142,"‎[5/20/20, 1:32:05 PM] Joe: ‎GIF omitted
"
2143,"[5/20/20, 1:32:54 PM] Joe: Okey más la “que T” ✅
"
2144,"‎[5/20/20, 1:34:08 PM] Joe: ‎audio omitted
"
2145,"[5/20/20, 1:35:41 PM] Joe: Hahaha still terrible but thanks
"
2146,"[5/20/20, 1:37:43 PM] Joe: At least if you don’t understand me I can still entertain you with my tone haha
"
2147,"‎[5/20/20, 2:32:11 PM] Joe: ‎GIF omitted
"
2148,"‎[5/20/20, 3:01:07 PM] Joe: ‎GIF omitted
"
2149,"[5/20/20, 3:02:31 PM] Joe: I like the first part of the meme 😂
"
2150,"[5/20/20, 3:07:36 PM] Joe: Yeah, I really want to see you too. I can honestly make it happen whenever...well, after I get my passport. So maybe a few months haha
"
2151,"[5/20/20, 3:08:53 PM] Joe: But I would come see you. Definitely. Whenever you want me to
"
2152,"[5/20/20, 3:12:06 PM] Joe: Haha ok. I’m really serious that I’ll make it happen if you ask for real. Just saying
"
2153,"‎[5/20/20, 3:12:23 PM] Joe: ‎GIF omitted
"
2154,"[5/20/20, 3:15:43 PM] Joe: Alriiiight. I’ll actually start looking into the logistics of making it happen. Of course it will be after the pandemic and when I have my passport haha but it shouldn’t be too difficult to make it happen
"
2155,"‎[5/20/20, 3:16:13 PM] Joe: ‎GIF omitted
"
2156,"[5/20/20, 3:17:28 PM] Joe: The animal gifs are great. Especially when they’re doing weird stuff haha
"
2157,"[5/20/20, 3:18:39 PM] Joe: Please don’t just be the beer talking because you don’t understand how perfect that sounds to me
"
2158,"[5/20/20, 3:19:18 PM] Joe: My dream life haha
"
2159,"[5/20/20, 3:21:39 PM] Joe: Haha definitely chickens, maybe a goat, and dogs. From there it depends how much space I have. I also want to grow a lot of food
"
2160,"[5/20/20, 3:23:36 PM] Joe: But how many of everything depends on the space. I still need to save more before I can start on that but I’ve been working towards a life like that
"
2161,"‎[5/20/20, 3:24:04 PM] Joe: ‎GIF omitted
"
2162,"‎[5/20/20, 3:24:31 PM] Joe: ‎GIF omitted
"
2163,"[5/20/20, 3:24:40 PM] Joe: I want one haha
"
2164,"[5/20/20, 3:26:00 PM] Joe: Duuuuude stop hahaha I already want you 😂
"
2165,"[5/20/20, 3:26:49 PM] Joe: Aaaah I’m just kidding though. I just think it’s so strange how we want such similar lives
"
2166,"[5/20/20, 3:27:26 PM] Joe: And somehow you decided to talk to me from across the world even though I’m pretty difficult to talk to in the beginning
"
2167,"[5/20/20, 3:28:31 PM] Joe: Hahaha
"
2168,"[5/20/20, 3:29:07 PM] Joe: I just don’t know what to think hahah. Is life really full of such serendipity?
"
2169,"[5/20/20, 3:32:11 PM] Joe: Hmmm....
"
2170,"‎[5/20/20, 3:32:45 PM] Joe: ‎GIF omitted
"
2171,"[5/20/20, 3:34:12 PM] Joe: Haha I really don’t know what to think about it all sometimes 😂 
"
2172,"[5/20/20, 3:34:34 PM] Joe: Anyway, what kind of animals and how many would you want?
"
2173,"[5/20/20, 3:38:44 PM] Joe: Stop being perfect hahaha
"
2174,"[5/20/20, 3:39:14 PM] Joe: Yeah I understand. You have to do what you have to do to get by. But you have the right goal haha
"
2175,"[5/20/20, 3:48:06 PM] Joe: Those are some wonderful dreams. I know I’m just some random dude on the internet or whatever but I’d be really happy to work together to make that happen. Team work makes the dream work haha
"
2176,"[5/20/20, 3:50:31 PM] Joe: But like you said...enough 💭 hahaha it just sounds so nice though
"
2177,"[5/20/20, 3:51:29 PM] Joe: I think it’s fair to admit I’m pretty random haha
"
2178,"[5/20/20, 3:52:59 PM] Joe: I mean my plan is basically what you described. Maybe I didn’t think it would be so many dogs and cats but “the more the merrier” as they say haha
"
2179,"[5/20/20, 3:53:15 PM] Joe: Small house. Lots of land. Animals and nature
"
2180,"[5/20/20, 3:57:14 PM] Joe: Haha wellll I really want my small house to be cute and inconspicuous. Look like a very old style, made by hand, but on the inside it will be like a smart house hahah. And I want to grow mangoes 🥭 and avocados 🥑 possibly coffee if the location is right for it. I also want a garden full of variety. Basically anything I can make grow well in the climate my house ends up in. There is a big difference between being up higher and being near the shore in terms of climate.
"
2181,"[5/20/20, 3:57:39 PM] Joe: Most likely off grid with solar
"
2182,"[5/20/20, 3:57:58 PM] Joe: And a catchment for the water
"
2183,"[5/20/20, 3:59:11 PM] Joe: I’m trying to think of anything else 🤔
"
2184,"[5/20/20, 4:00:54 PM] Joe: I don’t know. Just a simple lifestyle I suppose. Not much too it but it will still take a lot of work.
"
2185,"[5/20/20, 4:03:18 PM] Joe: That would complete the dream for me so yes you can haha
"
2186,"[5/20/20, 4:07:01 PM] Joe: I better start saving more money 😂
"
2187,"[5/20/20, 4:09:02 PM] Joe: Hahaha you don’t understand. I’ve been imagining this for a long time. I actually have been putting money away to make this dream real for me. I’m not going to take no for an answer from the world on this one.
"
2188,"‎[5/20/20, 4:15:55 PM] Joe: ‎GIF omitted
"
2189,"[5/20/20, 4:17:04 PM] Joe: Thank you. You forgot the part about you being there with me haha
"
2190,"‎[5/20/20, 4:33:16 PM] Joe: ‎GIF omitted
"
2191,"‎[5/20/20, 4:33:28 PM] Joe: ‎GIF omitted
"
2192,"‎[5/20/20, 4:33:45 PM] Joe: ‎GIF omitted
"
2193,"‎[5/20/20, 4:35:37 PM] Joe: ‎GIF omitted
"
2194,"[5/20/20, 4:35:46 PM] Joe: Hahaha
"
2195,"‎[5/20/20, 4:36:09 PM] Joe: ‎GIF omitted
"
2196,"[5/20/20, 4:37:04 PM] Joe: You don’t want to have a gif battle ahahaha
"
2197,"‎[5/20/20, 4:38:07 PM] Joe: ‎GIF omitted
"
2198,"‎[5/20/20, 4:38:20 PM] Joe: ‎GIF omitted
"
2199,"‎[5/20/20, 4:39:42 PM] Joe: ‎GIF omitted
"
2200,"[5/20/20, 4:39:58 PM] Joe: Hahaha I didn’t expect that 😂
"
2201,"‎[5/20/20, 4:40:50 PM] Joe: ‎GIF omitted
"
2202,"‎[5/20/20, 4:43:07 PM] Joe: ‎GIF omitted
"
2203,"[5/20/20, 4:43:41 PM] Joe: Awwww damn I want that haha
"
2204,"[5/20/20, 4:43:51 PM] Joe: Csfzjsbsabf fuck
"
2205,"‎[5/20/20, 4:45:04 PM] Joe: ‎GIF omitted
"
2206,"‎[5/20/20, 4:45:27 PM] Joe: ‎GIF omitted
"
2207,"‎[5/20/20, 4:45:57 PM] Joe: ‎GIF omitted
"
2208,"[5/20/20, 4:46:07 PM] Joe: 3 hit combo
"
2209,"[5/20/20, 4:46:20 PM] Joe: HahahahHah
"
2210,"[5/20/20, 4:46:23 PM] Joe: 😂
"
2211,"‎[5/20/20, 4:46:42 PM] Joe: ‎GIF omitted
"
2212,"‎[5/20/20, 4:47:54 PM] Joe: ‎GIF omitted
"
2213,"[5/20/20, 4:48:39 PM] Joe: Gifs are all we need to communicate 😂
"
2214,"[5/20/20, 4:49:17 PM] Joe: Hmm?
"
2215,"[5/20/20, 4:49:24 PM] Joe: Hahaha
"
2216,"‎[5/20/20, 4:49:40 PM] Joe: ‎GIF omitted
"
2217,"[5/20/20, 4:49:58 PM] Joe: Oh boy haha
"
2218,"[5/20/20, 4:50:05 PM] Joe: For sure 😂
"
2219,"[5/20/20, 4:51:03 PM] Joe: I think you’re making me want to see you even more haha. Uuuugh this distance 😔
"
2220,"[5/20/20, 4:54:09 PM] Joe: Oh boy hahah
"
2221,"[5/20/20, 4:54:12 PM] Joe: Aaaah
"
2222,"[5/20/20, 4:54:33 PM] Joe: I have
"
2223,"[5/20/20, 4:55:53 PM] Joe: I am sort of haha. The same way I’m not talkative if you don’t know me, I’m not super sexual unless I really feel for you.
"
2224,"[5/20/20, 4:57:09 PM] Joe: Also I’ve never had to express my sexuality from a distance because I’ve never been in this situation
"
2225,"[5/20/20, 4:57:28 PM] Joe: No one has ever made me really have feelings for them from across the world haha
"
2226,"[5/20/20, 5:02:54 PM] Joe: Hahah sorry if I’m disappointing you here. It’s just who I am though. If I was near you, you would be getting 100% of my affection. You’ve gotten a lot further than most 😂
"
2227,"[5/20/20, 5:04:33 PM] Joe: Ok. What about you? I’m assuming you’re a little more of a sexual personality than me haha
"
2228,"[5/20/20, 5:05:35 PM] Joe: Mostly because I’m shy as fuck not because I think something about what you do hahaha
"
2229,"[5/20/20, 5:09:40 PM] Joe: Haha sorry about that. For you and any boys in Madrid that have their eye on you 😂
"
2230,"[5/20/20, 5:10:33 PM] Joe: I know what you mean. By this point I would usually have to just express through action haha
"
2231,"[5/20/20, 5:13:56 PM] Joe: Hmm yeah that’s unfortunate haha fuck
"
2232,"[5/20/20, 5:15:42 PM] Joe: Yeah that’s true. I’ll try to be as open, honest, and comfortable about it with you as I can be
"
2233,"[5/20/20, 5:18:49 PM] Joe: Not at all. I love sex hahahah but only with a certain person or I can’t even enjoy anything
"
2234,"[5/20/20, 5:19:39 PM] Joe: Definitely not asexual. Just.....really picky haha
"
2235,"[5/20/20, 5:25:21 PM] Joe: You’d be surprised. I mean, a lot of people can sleep with people they’re only physically attracted to, even if they don’t have much of a connection and enjoy it a lot. I can’t do that.
"
2236,"[5/20/20, 5:25:51 PM] Joe: Don’t worry. I would be all over you hahaha
"
2237,"[5/20/20, 5:31:47 PM] Joe: I really like you. I don’t know how to make that clear without seeming weird hahaha 
"
2238,"[5/20/20, 5:32:57 PM] Joe: I would definitely be all over you. And I wouldn’t let you go. 
"
2239,"[5/20/20, 5:35:47 PM] Joe: Haha it was a good video
"
2240,"[5/20/20, 5:39:23 PM] Joe: That’s fine. Don’t need to get married then, but you’ll end up with me for a long ass time haha
"
2241,"[5/20/20, 5:41:46 PM] Joe: Ok I’m sorry to keep you up with my crazy dreams of being together hahaha 
"
2242,"[5/20/20, 5:42:37 PM] Joe: Good cause I’m going to make it happen so I don’t want you to be too surprised
"
2243,"[5/20/20, 5:44:23 PM] Joe: Haha you make me excited when you talk about seeing me, sorry 😂
"
2244,"[5/20/20, 5:44:34 PM] Joe: Ok well you get some sleep then
"
2245,"[5/20/20, 5:45:32 PM] Joe: I’ll talk to you tomorrow I’m sure haha
"
2246,"[5/20/20, 5:49:09 PM] Joe: Ok sounds good. Looking forward to seeing it!
"
2247,"[5/20/20, 5:51:04 PM] Joe: Hahaha the link doesn’t work. Have to DM me on Instagram that one.
"
2248,"[5/20/20, 5:51:16 PM] Joe: Buenas noches 😘
"
2249,"‎[5/21/20, 9:38:41 AM] Joe: ‎GIF omitted
"
2250,"‎[5/21/20, 9:47:35 AM] Joe: ‎image omitted
"
2251,"[5/21/20, 10:19:21 AM] Joe: I put a link online haha so there were people from all over trying it this morning. Now I have more stuff I need to add 😂
"
2252,"[5/21/20, 10:27:40 AM] Joe: Hahaha
"
2253,"[5/21/20, 10:28:53 AM] Joe: I should probably take it semi-seriously. If I get it working really well I can run ads and try to make a few bucks from a dumb game i wanted to make for my friends in quarantine haha.
"
2254,"‎[5/21/20, 10:30:20 AM] Joe: ‎GIF omitted
"
2255,"‎[5/21/20, 12:25:42 PM] Joe: ‎image omitted
"
2256,"‎[5/21/20, 12:31:05 PM] Joe: ‎image omitted
"
2257,"‎[5/21/20, 11:58:31 PM] Joe: ‎GIF omitted
"
2258,"[5/21/20, 11:59:24 PM] Joe: Mmm that sucks you have a headache. I hope you feel better.
"
2259,"[5/22/20, 12:00:30 AM] Joe: Haha my notes are kind of silly but we just talk a lot and i occasionally write stuff down. It’s not super serious
"
2260,"[5/22/20, 12:01:03 AM] Joe: But what do you want to hear?
"
2261,"[5/22/20, 12:06:19 AM] Joe: I don’t have allergies so i can’t relate haha but that sounds terrible.
"
2262,"‎[5/22/20, 12:06:30 AM] Joe: ‎GIF omitted
"
2263,"[5/22/20, 12:17:07 AM] Joe: Hahaha maybe I’ll send a video tomorrow. I’m a fucking mess 😂 alright let me look at these notes
"
2264,"‎[5/22/20, 12:20:43 AM] Joe: ‎audio omitted
"
2265,"‎[5/22/20, 12:21:58 AM] Joe: ‎audio omitted
"
2266,"[5/22/20, 12:22:56 AM] Joe: Oh and I found out discovery channel apparently has really good spanish speaking and subtitles haha so I need to watch discovery channel
"
2267,"‎[5/22/20, 12:29:39 AM] Joe: ‎GIF omitted
"
2268,"[5/22/20, 12:39:08 AM] Joe: Oh noooo! Haha that sucks. Too much pollen, not enough coffee. What’s next?
"
2269,"[5/22/20, 12:40:42 AM] Joe: Haha my American accent. I don’t know if that’s good or not but thanks for saying my voice is sweet 😂 cause I hate it
"
2270,"‎[5/22/20, 12:41:12 AM] Joe: ‎GIF omitted
"
2271,"[5/22/20, 12:53:39 AM] Joe: You can understand my spanish or my English? Haha my spanish is so trash. 
"
2272,"[5/22/20, 12:55:14 AM] Joe: Like learning all the common rules for tenses and conjugations then work on the special cases that are slightly different. I don’t know. I just feel like I’m being inefficient with how I’m going about this and I could be learning faster
"
2273,"‎[5/22/20, 1:04:25 AM] Joe: ‎audio omitted
"
2274,"‎[5/22/20, 1:05:01 AM] Joe: ‎audio omitted
"
2275,"[5/22/20, 1:06:36 AM] Joe: Haha the channel is called “discovery channel”. I haven’t watched any programs yet cause I don’t think I have it here. I’ll have to find it online
"
2276,"[5/22/20, 1:10:29 AM] Joe: Too many ways to say things hahaha shit
"
2277,"‎[5/22/20, 1:12:03 AM] Joe: ‎audio omitted
"
2278,"‎[5/22/20, 1:14:17 AM] Joe: ‎audio omitted
"
2279,"‎[5/22/20, 1:15:31 AM] Joe: ‎audio omitted
"
2280,"[5/22/20, 1:15:37 AM] Joe: Hahahahaha fuuuuuuck
"
2281,"‎[5/22/20, 1:16:03 AM] Joe: ‎GIF omitted
"
2282,"[5/22/20, 1:16:21 AM] Joe: Haha he is being loud
"
2283,"[5/22/20, 1:17:01 AM] Joe: It’s alright. My frustration will help me improve. Better to be frustrated with being mediocre than to be satisfied I guess 😂
"
2284,"[5/22/20, 1:18:02 AM] Joe: No he just wanted to talk back to me haha. He wants to learn too.
"
2285,"[5/22/20, 1:18:13 AM] Joe: He’s hella talkative though. Always making noise
"
2286,"[5/22/20, 1:22:00 AM] Joe: Haha maybe I just can’t imagine someone’s pronunciation being so bad that you couldn’t understand. I don’t know. 
"
2287,"[5/22/20, 1:27:35 AM] Joe: Hahah I forgot about that. Ronronear 😂
"
2288,"‎[5/22/20, 1:28:25 AM] Joe: ‎GIF omitted
"
2289,"‎[5/22/20, 1:29:12 AM] Joe: ‎audio omitted
"
2290,"[5/22/20, 1:29:34 AM] Joe: Hahahahahah that’s actually kind of hard 😂
"
2291,"[5/22/20, 1:31:18 AM] Joe: Hahaha I like the way you say it here
"
2292,"[5/22/20, 1:31:40 AM] Joe: When you make fun of me hahah
"
2293,"[5/22/20, 1:31:58 AM] Joe: Hahaha shit
"
2294,"[5/22/20, 1:32:27 AM] Joe: Just at the beginning. Takes a few tries for me to get it.
"
2295,"[5/22/20, 1:33:21 AM] Joe: I’m going to stop using the word “purr” in English and only use ronronear until I got it down hahah
"
2296,"‎[5/22/20, 1:35:06 AM] Joe: ‎audio omitted
"
2297,"‎[5/22/20, 1:35:40 AM] Joe: ‎audio omitted
"
2298,"‎[5/22/20, 1:36:37 AM] Joe: ‎GIF omitted
"
2299,"[5/22/20, 1:39:16 AM] Joe: It’s ok I don’t think I’ll end up needed that word too much I hope hahah
"
2300,"‎[5/22/20, 1:48:50 AM] Joe: ‎GIF omitted
"
2301,"[5/22/20, 1:50:10 AM] Joe: Look how lucky that squirrel is. Getting a massage, has a cup of coffee....
"
2302,"[5/22/20, 1:57:57 AM] Joe: Now I’m getting tired too. I’ll take just the back rub, no coffee for me hahaha
"
2303,"‎[5/22/20, 2:03:07 AM] Joe: ‎GIF omitted
"
2304,"[5/22/20, 2:05:41 AM] Joe: 😂 😂 hahahah
"
2305,"[5/22/20, 2:06:11 AM] Joe: Can you miss the course for a day?
"
2306,"[5/22/20, 2:06:17 AM] Joe: Mmmmm
"
2307,"[5/22/20, 2:09:32 AM] Joe: Haha make something for me to skate 😂
"
2308,"[5/22/20, 2:09:57 AM] Joe: One more class for the week though. You got this 💪
"
2309,"[5/22/20, 2:10:23 AM] Joe: You can show me later how it went
"
2310,"[5/22/20, 2:15:43 AM] Joe: Haha same. Ever since I saw that video. Sorry for giving you the same thoughts hahaha
"
2311,"[5/22/20, 2:16:13 AM] Joe: Ok I’ll talk to you later, I’m going to get some sleep. I hope class goes well for you
"
2312,"‎[5/22/20, 2:16:42 AM] Joe: ‎GIF omitted
"
2313,"[5/22/20, 2:34:08 AM] Joe: Haha yeah you need to delete things you don’t need or transfer them to cloud storage or an external hard drive.
"
2314,"[5/22/20, 2:34:50 AM] Joe: You can put things on Dropbox or something similar and delete them from your computer or buy something like a Samsung SSD and transfer things to that
"
2315,"[5/22/20, 2:35:48 AM] Joe: Hmmmm
"
2316,"‎[5/22/20, 2:40:33 AM] Joe: ‎video omitted
"
2317,"[5/22/20, 2:43:03 AM] Joe: Haha ok I’ll look at it more tomorrow. It might also be that you don’t have enough memory/RAM which is different than the long term storage in those drives. 
"
